Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2018-1-2,52.6510009765625,53.79899978637695,52.6510009765625,53.660499572753906,53.34059524536133,31766000,,
2018-1-3,53.69649887084961,54.80500030517578,53.67150115966797,54.57600021362305,54.250640869140625,31318000,,
2018-1-4,54.85449981689453,55.20399856567383,54.7130012512207,54.78799819946289,54.46137619018555,26052000,,
2018-1-5,55.17250061035156,55.67900085449219,55.09000015258789,55.51449966430664,55.18354415893555,30250000,,
2018-1-8,55.54999923706055,55.95800018310547,55.5,55.71049880981445,55.37837600708008,24644000,,
2018-1-9,55.922000885009766,55.922000885009766,55.40999984741211,55.63949966430664,55.307796478271484,26808000,,
2018-1-10,55.349998474121094,55.638999938964844,55.19900131225586,55.50699996948242,55.176090240478516,20734000,,
2018-1-11,55.615501403808594,55.74250030517578,55.32400131225586,55.602500915527344,55.27102279663086,22424000,,
2018-1-12,55.505001068115234,56.564998626708984,55.4005012512207,56.532501220703125,56.19548034667969,38586000,,
2018-1-16,57.015499114990234,57.444000244140625,56.33300018310547,56.53499984741211,56.19796371459961,36462000,,
2018-1-17,56.81800079345703,56.965999603271484,56.17449951171875,56.95500183105469,56.61545944213867,27830000,,
2018-1-18,56.967498779296875,57.02949905395508,56.222999572753906,56.798500061035156,56.45988845825195,27498000,,
2018-1-19,56.9015007019043,57.18899917602539,56.625,57.17499923706055,56.834144592285156,30552000,,
2018-1-22,57.191001892089844,58.34400177001953,57.090999603271484,58.20800018310547,57.86098861694336,29550000,,
2018-1-23,58.53099822998047,58.925498962402344,58.36249923706055,58.80849838256836,58.45790481567383,39138000,,
2018-1-24,59.249000549316406,59.352500915527344,58.369998931884766,58.56449890136719,58.215362548828125,37128000,,
2018-1-25,59.035499572753906,59.25,58.59199905395508,59.106998443603516,58.7546272277832,29984000,,
2018-1-26,59.37649917602539,59.37799835205078,58.4015007019043,59.37799835205078,59.024017333984375,42170000,,
2018-1-29,59.400001525878906,59.900001525878906,59.202999114990234,59.32400131225586,58.9703369140625,31494000,,
2018-1-30,58.88600158691406,59.39649963378906,58.72549819946289,58.868499755859375,58.51755142211914,37338000,,
2018-1-31,59.19049835205078,59.316001892089844,58.60499954223633,59.111000061035156,58.75860595703125,36022000,,
2018-2-1,58.79949951171875,59.372501373291016,58.46799850463867,59.079498291015625,58.72728729248047,73514000,,
2018-2-2,56.37099838256836,56.564998626708984,55.55849838256836,55.959999084472656,55.62638854980469,117842000,,
2018-2-5,55.03049850463867,55.7495002746582,52.83700180053711,53.11949920654297,52.80282211303711,83550000,,
2018-2-6,51.69900131225586,54.36899948120117,51.5004997253418,54.221500396728516,53.89825439453125,76630000,,
2018-2-7,54.24850082397461,54.326499938964844,52.73099899291992,52.77050018310547,52.455902099609375,51942000,,
2018-2-8,52.993499755859375,53.19649887084961,50.23500061035156,50.385501861572266,50.08512878417969,66792000,,
2018-2-9,51.29399871826172,52.58599853515625,49.849998474121094,52.313499450683594,52.00162887573242,98360000,,
2018-2-12,52.833499908447266,53.278499603271484,52.27450180053711,52.72800064086914,52.413658142089844,56240000,,
2018-2-13,52.5,53.06100082397461,52.34600067138672,52.707000732421875,52.392784118652344,31586000,,
2018-2-14,52.715999603271484,53.77349853515625,52.4900016784668,53.6349983215332,53.31524658203125,41304000,,
2018-2-15,54.17250061035156,54.70500183105469,53.36149978637695,54.56800079345703,54.2426872253418,37396000,,
2018-2-16,54.66899871826172,55.41550064086914,54.57749938964844,54.775001525878906,54.44845962524414,39948000,,
2018-2-20,54.63800048828125,55.81449890136719,54.5,55.179500579833984,54.85054397583008,33754000,,
2018-2-21,55.45500183105469,56.810001373291016,55.3754997253418,55.6875,55.35551452636719,41486000,,
